"","Year","Commodity","Afghanistan","Albania","Algeria","Andorra","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Indian Ocean Territories","British Virgin Islands","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Chile","China","Christmas Island","Cocos (Keeling) Islands","Colombia","Comoros","Congo (Brazzaville)","Congo (Kinshasa)","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Falkland Islands (Islas Malvinas)","Faroe Islands","Fiji","Finland","France","French Guiana","French Polynesia","French Southern and Antarctic Lands","Gabon","Gambia","Gaza Strip Administered by Israel","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Heard and McDonald Islands","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, North","Korea, South","Kosovo","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macau","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Namibia","Nauru","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Pitcairn Islands","Poland","Portugal","Qatar","Reunion","Romania","Russia","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St Helena","St Kitts and Nevis","St Lucia","St Pierre and Miquelon","St Vincent and the Grenadines","Sudan","Suriname","Svalbard, Jan Mayen Island","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tokelau","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","Unidentified Countries","United Arab Emirates","United Kingdom","Uruguay","Uzbekistan","Vanuatu","Vatican City","Venezuela","Vietnam","Wallis and Futuna","West Bank Administered by Israel","Western Sahara","WorldTotal","Yemen","Zambia","Zimbabwe"
"70",1999,"Rice",0,22774,0,0,0,0,0,18474,0,0,3141889,0,0,0,0,213589,0,0,22266,0,0,0,73677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488855,0,0,0,0,10865560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757399,11173,0,0,0,0,0,0,0,0,37680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74077,22547,0,0,205932,0,0,44913741,8869,0,0,0,0,5498105,0,204006,0,0,0,0,0,268026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,0,2548652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11031,0,0,0,0,0,0,0,7482018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10682,0,0,0,0,0,0,0,57185,0,0,0,0,0,0,0,0,0,0,0,0,0,144653,0,0,138771424,0,0,0,0,0,0,19313,0,0,0,0,0,0,76477,55304,0,0,0,0,0,0,0,0,0,217028360,0,0,0
"71",2000,"Rice",0,0,0,0,0,0,0,39930,0,0,0,0,0,0,0,206161,0,0,0,0,0,0,53200,0,0,0,6166,0,0,0,0,0,0,0,0,0,0,173209,0,0,0,0,601895,0,0,0,0,0,0,0,0,0,3180,0,0,0,0,0,0,0,0,0,56961,0,0,0,0,0,0,0,0,0,50847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339852,0,0,0,350325,0,0,46693844,46580,0,0,0,0,4635222,0,179878,0,0,0,0,0,435670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422,0,0,0,0,0,0,0,0,230697,0,0,0,0,0,0,0,0,0,0,0,9502,0,0,17798,0,0,0,0,0,0,0,10570748,0,0,0,0,2972,0,0,0,0,0,0,0,0,0,0,0,0,14355,0,0,0,0,0,0,0,0,0,0,0,0,156461,0,0,0,0,0,0,0,9750,0,0,0,0,0,118444,0,0,143983012,0,0,0,0,0,0,23855,0,0,0,0,0,0,552591,282948,0,0,0,0,0,57497,0,0,0,209912972,0,0,0
"72",2001,"Rice",0,0,0,0,0,0,0,26600,0,0,9316033,0,0,0,0,101572,0,0,0,0,0,0,61455,0,0,0,39003,0,0,0,0,0,0,0,0,0,0,202442,0,0,0,0,438839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48270,0,0,0,0,0,0,0,0,0,46322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46359,0,0,0,276581,0,0,42279623,11068,0,0,0,0,4592478,0,127829,2365,0,0,0,0,392715,0,0,0,0,0,8760,0,0,0,0,0,0,0,0,0,0,22639,0,0,0,0,0,0,0,0,375073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8477094,0,0,0,0,0,9677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17985,0,0,0,0,0,0,0,178662,0,0,0,0,0,0,0,0,0,0,2580,0,0,306536,0,0,129584119,0,0,0,0,0,56048,52255,0,0,0,0,0,0,963359,536356,0,2881,0,0,0,10517,0,0,0,198614095,0,0,0
"73",2002,"Rice",0,0,0,0,0,0,0,37017,0,0,12682002,0,0,0,0,87592,0,0,0,0,0,0,55625,0,0,0,71828,0,0,0,0,0,0,0,0,0,0,279543,0,0,0,0,336290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230282,0,0,43725319,0,12392,0,0,39108,4773604,0,181515,0,0,0,0,0,285367,0,0,0,0,0,7450,0,0,0,0,0,0,0,0,0,0,32338,0,0,0,0,0,0,0,0,322445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9124705,0,0,0,0,0,48324,0,0,7672,0,0,0,0,0,0,0,0,0,0,0,0,0,6538,0,0,0,0,0,0,0,144173,82796,0,0,0,0,0,0,0,0,0,0,0,0,93351,0,0,115874105,0,0,0,0,0,0,56583,0,0,0,0,0,0,1011775,188005,6917,0,0,0,0,69843,0,0,0,189936920,0,0,0
"74",2003,"Rice",0,0,0,0,0,0,0,126515,0,0,8431,0,0,0,0,129211,0,0,0,0,0,0,71079,0,0,0,185141,0,0,0,0,0,0,0,0,0,0,211229,0,0,0,0,18872837,0,0,0,0,0,0,0,0,0,6511,0,0,0,0,0,0,0,0,27564,64946,0,0,0,0,0,0,0,0,0,14370,0,0,0,0,0,0,0,0,0,0,2752,0,0,0,0,0,0,62319,0,0,0,209402,0,0,43635191,27936,0,0,0,85566,5447939,0,187559,0,0,0,0,0,483709,0,0,0,0,0,10170,0,0,0,0,0,0,0,0,0,0,21181,0,0,0,0,0,0,0,0,257474,0,0,0,0,0,0,0,0,0,0,0,11217,0,0,0,0,0,0,0,0,0,0,10889399,0,0,0,0,0,22766,0,25429,10726,0,0,0,10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124162,18203,0,0,0,0,0,0,0,0,0,0,29128,0,7105,0,0,159606475,0,0,0,0,0,0,56809,0,0,0,0,0,0,590480,724206,0,0,0,0,0,37090,0,0,0,242312512,0,0,0
"75",2004,"Rice",0,0,0,0,0,0,0,83157,0,0,0,0,0,0,0,202869,0,0,6807,0,0,0,0,0,0,0,257633,0,0,0,0,0,0,0,0,17196,0,62056,0,0,0,0,15998678,0,0,19046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77006,80942,15719,0,0,0,0,0,0,0,0,13581,0,0,0,0,0,0,0,0,0,0,8507,0,0,0,0,0,0,288530,0,0,0,2930,0,0,41907177,0,0,0,0,40692,5412037,0,265432,3000,0,0,0,0,201948,0,0,0,0,0,25956,0,0,0,0,0,0,0,0,0,0,42912,0,0,0,0,0,0,0,0,493421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42148,0,0,0,0,0,0,0,14001592,0,0,0,0,0,36123,0,2363,11647,0,0,0,4569,0,0,0,0,7922,0,0,0,0,0,0,0,0,0,0,0,0,125128,0,0,0,0,0,0,0,0,0,0,0,0,0,113409,0,0,194643136,0,0,0,0,0,0,96854,0,0,0,0,0,0,612681,4528893,0,0,0,31256,0,126879,0,0,0,279911832,0,0,0
"76",2005,"Rice",0,0,0,0,0,0,0,138046,0,0,0,0,0,0,0,244492,0,0,0,0,0,0,36000,0,0,0,333656,0,0,0,232394,0,0,0,0,43568,0,210281,0,0,0,0,791789,0,0,0,0,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,176359,21064,0,0,0,0,0,0,0,0,37232,0,0,0,0,0,0,0,0,0,0,15729,0,0,0,6923,0,0,60919,0,0,16922,2084,0,0,51399415,7263,45307,0,0,8840,6267821,0,194464,0,0,6387,0,0,81080,0,0,0,0,0,23905,0,0,0,0,0,0,0,7603,0,0,43335,0,0,0,0,0,0,0,0,337448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22950,0,0,0,0,0,0,0,13103860,0,0,0,0,0,21319,0,5932,0,0,0,0,33180,0,0,0,0,0,0,0,0,0,0,0,0,11873,0,0,0,0,205024,24323,0,0,0,0,86298,0,0,0,0,0,0,0,176403,0,0,183802404,0,0,0,0,0,0,134070,0,0,0,0,0,0,1925779,629308,0,3153,0,0,0,66548,0,0,0,261045504,0,0,0
"77",2006,"Rice",0,0,0,0,0,0,0,5730419,0,0,0,0,0,0,0,316362,0,0,8356,0,0,0,126031,0,2103,0,354410,0,0,0,44107,0,0,0,0,0,0,704422,0,0,0,0,37991889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13365949,28710,0,0,0,0,0,0,0,0,202382,0,0,0,0,0,0,0,0,0,0,0,0,16964,0,35581,0,0,24080,0,0,0,0,0,0,62800543,6239,0,0,0,26578,7722643,0,744992,0,0,0,0,0,48620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70541,0,0,0,0,0,0,0,0,669078,0,0,0,0,0,0,0,0,0,0,0,31791,0,0,33405,0,0,0,0,0,0,0,14781965,0,0,0,0,0,7460,0,36212,6440,0,0,0,51690,0,0,0,0,21930,0,0,0,0,11330,0,0,0,0,0,0,0,684264,28818,0,0,0,0,146381,0,0,0,0,0,0,0,166228,0,0,218064588,0,0,0,0,0,0,182604,0,0,0,0,0,0,2052108,657003,0,9872,0,0,0,230547,0,0,0,368245635,0,0,0
"78",2007,"Rice",0,0,0,0,0,0,0,2201304,0,0,44229,0,0,0,0,419302,0,0,0,0,0,0,253758,0,5748,0,1341620,0,18764,0,0,0,0,0,0,9250,0,1590397,0,0,0,0,46543212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8936500,35650,0,0,0,0,0,0,0,0,26549,0,0,0,0,0,0,0,0,0,0,6212,0,0,0,44115,0,0,88810,0,0,0,0,0,0,83368941,29382,0,0,0,75508,9653991,0,588045,0,0,0,0,0,904202,0,0,0,0,0,17034,0,0,0,0,0,0,0,0,0,0,31386,0,0,0,0,0,0,0,0,4221399,0,0,0,0,0,0,0,0,0,0,0,157321,0,0,35205,0,0,0,0,0,0,0,16916221,0,0,0,0,0,55004,0,33045,23934,0,0,0,70008,0,0,0,0,0,0,0,0,0,55250,0,0,3608,0,0,7121,0,655820,27640,0,0,0,0,83060,0,0,0,0,0,35388,0,137702,0,0,253442349,0,0,0,0,0,0,203569,0,0,0,0,0,0,1549806,858257,0,8394,0,0,0,333197,0,0,0,435147207,0,0,0
"79",2008,"Rice",0,0,0,0,0,0,0,876850,0,0,0,0,0,0,0,1120249,0,0,4278,0,0,0,186034,0,4516,0,1908015,0,0,0,0,0,0,0,0,0,0,4121942,0,0,0,23264,24934423,0,0,0,0,0,0,0,3302,0,0,0,0,0,0,0,0,0,0,0,2161069,163456,0,0,0,0,0,0,0,0,27116,0,0,0,0,0,0,0,9246,0,0,10785,0,0,0,112312,0,0,0,0,0,0,177658,0,0,132448929,128033,0,0,0,115837,10468685,0,465817,0,0,0,0,0,377193,0,0,0,0,0,49153,0,0,0,0,0,0,0,0,0,0,44622,0,0,0,0,0,0,0,0,4271260,0,0,0,0,0,0,0,0,0,0,0,260639,0,0,48711,0,0,0,0,0,0,0,31165485,0,0,0,0,0,18079,0,75180,18855,0,0,0,98745,0,0,0,0,0,0,0,0,0,165750,0,0,0,0,0,0,0,744497,74473,0,0,0,0,0,0,0,0,0,0,0,0,244201,0,0,375159818,0,0,0,0,0,0,303792,0,0,0,0,0,0,3075510,805565,362589,0,0,0,0,740742,0,0,0,597576675,0,0,0
"80",2009,"Rice",0,0,0,0,0,0,0,1320461,0,0,0,0,0,0,0,115863,0,0,0,0,0,0,151991,0,0,0,2385997,0,0,0,0,0,0,0,0,0,0,5841366,0,0,0,0,4999391,0,0,0,0,0,0,0,0,0,9367,0,0,0,0,0,0,0,0,2100,31730427,79670,0,0,0,0,0,0,0,0,8226,0,0,0,0,0,0,0,0,0,0,3791,0,0,0,47248,0,0,13772,0,0,0,863412,0,0,119343757,223002,0,0,0,81631,9831098,0,371260,0,0,0,0,0,751076,0,0,0,0,0,73020,0,0,0,0,0,0,0,0,31667,0,38829,0,0,0,0,0,0,0,0,2906206,0,0,0,0,0,0,0,0,0,0,0,131116,0,0,0,0,0,0,0,0,0,0,22636489,0,0,0,0,0,27734,0,54948,14927,0,0,0,93591,0,0,0,0,0,0,0,0,0,386152,0,0,0,0,0,14850,0,1320820,110492,0,0,0,0,0,0,0,0,0,0,0,0,112392,0,0,398253163,0,0,0,0,0,224246,263327,0,0,0,0,4319,0,4274733,683507,3382794,0,0,0,0,20863212,0,0,0,634077440,0,0,0
"81",2010,"Rice",0,0,0,0,0,0,0,2111122,0,0,156808,0,0,0,0,1291698,0,0,0,0,0,0,150940,0,15169,0,2406395,0,0,0,0,0,0,0,0,622411,0,3237481,0,0,0,0,4159203,0,0,0,0,0,0,0,0,0,15202,0,0,0,0,67782,0,0,0,7140,288106,35032,0,0,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0,0,24231,0,0,0,23330,0,0,8372,0,0,0,1097470,0,0,116685871,76346,154500,0,0,198299,10313824,0,321494,0,0,0,0,0,672543,0,0,0,0,0,32048,0,0,0,0,0,0,0,0,22052,0,0,0,0,0,0,0,0,0,0,1935650,0,0,0,0,0,0,0,0,0,0,0,70647,0,0,13821,0,0,0,0,0,0,0,23725051,0,0,0,0,0,16985,0,46176,6372,0,0,0,48533,0,0,0,0,33557,0,13164,0,0,340212,0,0,0,0,0,36036,0,2102588,156262,0,0,0,0,0,0,0,0,0,0,72539,0,591799,0,0,438221377,0,0,0,0,0,0,344346,0,0,0,0,0,0,6348176,74704,883004,4841,0,0,0,9424345,0,0,0,628708524,0,0,0
"82",2011,"Rice",0,0,0,0,0,0,0,2504665,0,0,42274,0,0,0,0,102721,0,0,18728,0,0,0,78165,0,5876,0,17182176,0,0,0,0,0,0,0,0,1839085,0,3837408,0,0,0,0,6106037,0,0,0,0,0,0,0,0,0,12269,0,0,0,0,163781,0,0,0,16072,0,0,0,0,0,0,0,0,0,0,97075,0,0,0,0,0,0,0,48910,0,0,15970,0,0,0,30110,0,0,0,0,0,0,673323,0,0,133305196,36887,0,0,0,22976,15701457,0,346765,0,0,0,0,0,445796,0,0,31244,0,0,217791,0,0,0,0,0,0,0,0,22652,0,0,0,0,0,0,0,0,0,0,1190530,0,0,0,0,0,0,0,0,0,0,0,105106,0,0,0,7107,0,0,0,0,0,0,18291399,0,0,0,0,2482,26127,0,53207,11029,0,0,0,53499,0,0,0,0,21038,0,4098,0,0,181987,0,0,0,0,0,4752,0,5335066,202884,0,0,0,0,0,0,0,0,0,0,41424,0,194032,0,0,448999480,0,0,0,0,0,0,360209,0,0,0,0,0,0,1578087,63960,13853424,0,0,0,0,12817557,0,0,0,686303893,0,0,0
"83",2012,"Rice",0,0,0,0,0,0,0,3890242,0,0,19848,0,0,0,0,816452,0,2647,22737,0,0,0,119980,0,7266,0,7485555,0,0,0,0,0,0,0,0,1574796,0,4124210,0,0,0,0,4130551,0,0,0,0,0,0,0,37453,0,3639,0,0,0,0,178420,0,0,0,4253,130077,5452,0,0,0,0,0,0,0,0,13301,0,0,0,0,0,0,0,221583,0,0,16952,0,0,0,27289,0,0,0,0,0,0,157885,0,0,151778048,213808,0,0,0,35694,13340812,0,201635,0,0,0,0,0,232176,0,0,0,0,0,145593,0,0,0,0,0,0,0,0,26737,0,0,0,0,0,0,0,0,0,0,844716,0,0,0,0,0,0,0,0,0,0,0,60853,0,0,0,0,0,0,0,0,0,0,21024042,0,0,0,0,0,32890,0,29867,26349,0,0,0,54573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432382,242370,0,0,0,0,0,0,0,0,0,0,35108,0,219833,0,0,465416044,0,0,0,0,0,0,431134,0,0,0,0,6539,0,459946,213413,7594272,10946,0,0,0,29752167,0,0,0,718852535,0,0,0
"84",2013,"Rice",0,0,0,0,0,0,0,5596108,0,0,12905808,3410,0,0,0,923832,0,0,321572,0,0,0,152069,0,5192,0,5551762,0,0,0,0,0,44244,0,0,1532045,0,5931120,0,0,0,0,3865063,0,0,0,0,0,0,0,32864,0,0,0,0,0,0,196868,0,0,0,0,547121,86887,0,0,0,0,0,0,0,0,8929,0,0,0,0,0,0,0,688899,0,0,21270,0,0,0,36354,0,0,3729,0,0,0,256818,0,0,178158716,241598,0,0,0,41554,11729230,0,405797,0,0,0,0,0,252467,0,0,0,23578,0,0,0,0,0,0,0,0,0,4406,90950,0,44433,0,0,0,0,0,0,490375,0,869822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36324272,0,0,0,123131,0,82152,0,41498,0,0,0,0,59024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442661,165332,0,0,0,0,0,0,7350,0,0,0,35356,0,728407,7524,0,483432407,0,0,0,0,2548,0,457538,0,0,0,0,5999,0,351270,164374,8102649,0,0,0,0,32930619,0,0,0,796529001,0,0,0
"85",2014,"Rice",0,0,0,0,0,0,0,4669690,0,0,17216703,0,0,0,0,1068431,0,0,0,0,0,0,36265,0,5982,0,11385901,0,0,0,3478,0,39466,0,0,2361681,0,7466283,0,0,0,0,4641206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107885,0,0,0,0,4852,79850,0,0,0,0,0,0,0,0,45061,0,0,0,0,0,0,0,50830,0,0,14530,0,0,0,60911,0,0,1492767,6968,0,0,169898,0,0,188820399,90629,0,0,0,76033,16295450,0,442150,5002,0,0,0,0,351863,0,0,0,84928,0,0,0,0,0,0,0,0,0,0,75958,0,0,0,0,0,0,0,0,1490051,0,1026042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40919396,0,0,0,875177,0,59884,0,32418,12929,0,0,0,49505,0,0,0,0,0,0,2746,0,0,92345,0,0,0,0,0,0,0,1812923,177420,0,0,0,0,0,0,0,0,0,0,36472,0,332528,0,0,479936218,0,0,0,0,0,0,1196953,0,0,0,0,2759,0,2471777,3216181,3726059,0,146506,0,0,39780445,0,0,0,834567784,0,0,0
"86",2015,"Rice",0,0,0,0,0,0,0,5236044,0,0,1629795,0,0,0,0,1433573,0,0,0,0,0,0,0,0,5171,0,14753587,0,0,0,13969,0,56148,0,0,2134795,0,4986365,0,0,0,0,6008712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23544,0,0,0,0,305725,129383,0,0,0,0,0,0,0,0,18344,0,0,0,0,0,0,0,341488,2711,0,16832,0,0,0,96139,0,0,3767074,129694,0,0,13207,0,0,177588393,226324,0,0,0,98900,15946934,0,911683,3733,0,9379,0,0,1187592,0,0,0,91813,0,66984,0,0,0,0,0,0,0,6259,42960,0,0,0,0,0,0,0,0,0,0,1386898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40365961,0,0,0,440875,0,199440,0,38744,45291,0,0,0,37332,0,0,0,0,0,0,0,0,0,591023,0,0,0,0,0,0,0,2865185,216162,0,0,0,0,0,0,0,0,0,0,0,0,344491,5280,0,464282640,0,0,0,0,0,0,583259,0,0,0,0,6355,0,1631127,6702993,4736939,0,0,0,11889,29519351,0,0,0,791294489,0,0,0
"87",2016,"Rice",0,0,0,0,0,0,0,5259109,0,0,656362,0,0,0,0,1978174,0,0,0,0,0,0,0,0,2577,0,19444765,0,0,0,9766,0,0,0,0,1211521,0,5440498,0,0,0,0,4841145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225502,72299,0,0,0,0,0,0,0,0,29130,0,0,0,0,0,0,0,251488,0,0,28895,0,0,0,43660,0,0,641733,98228,0,0,786211,0,0,169086560,111253,0,0,0,75412,17261474,0,2297729,0,0,0,0,0,1272419,0,0,0,73683,0,21340,0,0,0,0,0,0,0,0,371318,0,0,0,0,0,0,0,0,336000,0,1856092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30465876,0,0,0,108750,0,146756,0,36503,14141,0,0,0,41135,0,0,0,0,0,0,0,0,2645,46700,0,0,0,0,0,0,0,2642789,161694,0,0,0,0,0,0,0,0,0,0,0,0,213540,6600,0,416898795,0,0,0,0,0,0,507852,0,0,0,0,2610,0,667849,4587597,994076,0,0,0,0,23162552,0,0,0,714492803,0,0,0
"88",2017,"Rice",0,0,0,0,0,0,0,2708838,0,0,523093,0,0,0,0,1491554,0,0,0,0,0,0,0,0,2236,0,6953581,0,0,0,0,0,0,0,0,1256004,0,4273361,0,0,0,0,3966188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72866,0,0,0,0,0,0,0,0,7879,0,0,0,0,0,0,0,3774,0,0,25101,0,0,0,38373,0,0,276360,124801,0,0,741496,0,0,138625520,86562,0,0,0,93070,11769615,0,2184779,2445,9823,0,0,0,734006,0,0,0,17317,0,7844,0,0,0,0,0,0,0,0,157568,0,0,0,0,0,0,0,0,0,0,1439455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22870768,0,0,0,0,0,184097,0,14615,10691,0,0,0,38891,0,0,0,0,0,0,3273,0,0,0,0,0,0,0,0,0,0,1694959,281135,0,0,0,0,0,0,0,0,0,0,0,0,196163,0,0,304405104,0,0,0,0,0,0,454146,0,0,0,0,2294,0,3229027,2134400,602160,0,0,0,0,10823535,0,0,0,524538767,0,0,0
"89",1996,"Barley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135685545,0,0,0,0,56950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15672,0,0,0,0,0,0,0,0,0,0,8568,0,0,0,0,0,77135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,0,0,21801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,88358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54336,32850,0,0,0,0,0,0,0,0,136065044,0,0,0
"90",1997,"Barley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132454391,0,0,0,0,43550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312,0,0,0,0,0,0,0,0,0,0,3934,0,0,0,0,0,39594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598,0,0,0,0,0,55049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21048,0,0,0,0,0,0,0,0,0,132676568,0,0,0
"91",1998,"Barley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98302283,0,0,0,0,23598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767,0,7411,0,0,0,0,0,0,0,2794782,0,0,0,0,0,0,0,0,20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,0,21093,0,0,0,0,0,24876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35695,0,0,0,0,0,0,0,0,0,101286528,0,0,0
"92",1999,"Barley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84253936,0,0,0,0,9844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4103,0,0,0,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,0,2202,0,0,0,0,0,29461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84358934,0,0,0
